Sample ID,BeadChip Barcode,Sentrix Position,Plate Number,Well Position,Collected Gender
7807860,205695340053,R04C01,Plate_02,D06,Male
7807894,205695340053,R05C01,Plate_02,E06,Male
7807928,205695340053,R06C01,Plate_02,F06,Male
7807951,205695340053,R07C01,Plate_02,G06,Male
7807985,205695340053,R08C01,Plate_02,H06,Male
7808017,205695340024,R01C01,Plate_02,A07,Female
7808041,205695340024,R02C01,Plate_02,B07,Male
7808074,205695340024,R03C01,Plate_02,C07,Female
7808108,205695340024,R04C01,Plate_02,D07,Male
7803703,205695340024,R05C01,Plate_02,E07,Male
7803737,205695340024,R06C01,Plate_02,F07,Male
7803760,205695340024,R07C01,Plate_02,G07,Male
7803794,205695340024,R08C01,Plate_02,H07,Female
7803828,205695340029,R01C01,Plate_02,A08,Male
7803851,205695340029,R02C01,Plate_02,B08,Male
7805807,205695340029,R03C01,Plate_02,C08,Female
7805831,205695340029,R04C01,Plate_02,D08,Female
7805864,205695340029,R05C01,Plate_02,E08,Male
7805898,205695340029,R06C01,Plate_02,F08,Female
7805922,205695340029,R07C01,Plate_02,G08,Female
7805955,205695340029,R08C01,Plate_02,H08,Male
7805989,205695340038,R01C01,Plate_02,A09,Female
7806011,205695340038,R02C01,Plate_02,B09,Male
7806045,205695340038,R03C01,Plate_02,C09,Male
7806078,205695340038,R04C01,Plate_02,D09,Female
7806102,205695340038,R05C01,Plate_02,E09,Male
7806136,205695340038,R06C01,Plate_02,F09,Female
7806169,205695340038,R07C01,Plate_02,G09,Male
7808132,205695340038,R08C01,Plate_02,H09,Female
7808165,205695340039,R01C01,Plate_02,A10,Male
7808199,205695340039,R02C01,Plate_02,B10,Female
7808223,205695340039,R03C01,Plate_02,C10,Female
7808256,205695340039,R04C01,Plate_02,D10,Male
7808280,205695340039,R05C01,Plate_02,E10,Male
7808314,205695340039,R06C01,Plate_02,F10,Male
7808348,205695340039,R07C01,Plate_02,G10,Male
7808371,205695340039,R08C01,Plate_02,H10,Male
7808405,205695340050,R01C01,Plate_02,A11,Male
7803885,205695340050,R02C01,Plate_02,B11,Female
7803919,205695340050,R03C01,Plate_02,C11,Female
7803943,205695340050,R04C01,Plate_02,D11,Male
7804008,205695340050,R05C01,Plate_02,E11,Female
7804032,205695340050,R06C01,Plate_02,F11,Male
7806227,205695340050,R07C01,Plate_02,G11,Male
7806284,205695340050,R08C01,Plate_02,H11,Male
7806318,205695340051,R01C01,Plate_02,A12,Male
7806342,205695340051,R02C01,Plate_02,B12,Male
7806375,205695340051,R03C01,Plate_02,C12,Male
7806433,205695340051,R04C01,Plate_02,D12,Male
7806466,205695340051,R05C01,Plate_02,E12,Male
7806490,205695340051,R06C01,Plate_02,F12,Male
7807324,205695340051,R07C01,Plate_02,G12,Female
7807530,205695340051,R08C01,Plate_02,H12,Male
1717177,205695341037,R02C01,Plate_01,B04,Male
